2018-10-25 21:00:56,473 | DBHandlers.WellDAO | Thread-1     | read_by_id:55 || INFO | Selecting Well with id = 656
2018-10-25 21:00:56,500 | DBHandlers.DBDriver | Thread-1     | query:61 || INFO | SELECT * FROM Well WHERE id = 656
2018-10-25 21:00:56,546 | Models.Well | Thread-1     | __init__:11 || INFO | Init Well
2018-10-25 21:00:56,584 | Models.WellReading | Thread-1     | __init__:30 || INFO | Init Well Reading
2018-10-25 21:00:56,616 | Models.WellReading | Thread-1     | calculate_volume:85 || INFO | Calculating Volume
2018-10-25 21:00:56,676 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:75 || INFO | Persisting Reading to the cloud
2018-10-25 21:00:57,233 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:85 || INFO | Save to cloud was successful
2018-10-25 21:00:57,270 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 21:00:57,286 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 21:00:57,313 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
2018-10-25 21:01:56,304 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 21:01:56,321 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 21:01:56,352 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
2018-10-25 21:01:56,431 | __main__ | Thread-1     | i2c:48 || INFO | Convert Raw Bytes into well_id and measurement: 00:80:79:44:00:00:72:43
2018-10-25 21:01:56,459 | __main__ | Thread-1     | i2c:52 || INFO | Creadting a Reading instance from I2C data
2018-10-25 21:01:56,476 | Models.Reading | Thread-1     | __init__:19 || INFO | Init Reading
2018-10-25 21:01:56,519 | Linker.Linker | Thread-1     | link_and_persist:40 || INFO | preparing to link and persist
2018-10-25 21:01:56,563 | DBHandlers.WellDAO | Thread-1     | read_by_id:55 || INFO | Selecting Well with id = 998
2018-10-25 21:01:56,590 | DBHandlers.DBDriver | Thread-1     | query:61 || INFO | SELECT * FROM Well WHERE id = 998
2018-10-25 21:01:56,638 | Models.Well | Thread-1     | __init__:11 || INFO | Init Well
2018-10-25 21:01:56,676 | Models.WellReading | Thread-1     | __init__:30 || INFO | Init Well Reading
2018-10-25 21:01:56,704 | Models.WellReading | Thread-1     | calculate_volume:85 || INFO | Calculating Volume
2018-10-25 21:01:56,762 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:75 || INFO | Persisting Reading to the cloud
2018-10-25 21:01:57,225 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:85 || INFO | Save to cloud was successful
2018-10-25 21:03:56,304 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 21:03:56,305 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 21:03:56,327 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
2018-10-25 21:03:56,401 | __main__ | Thread-1     | i2c:48 || INFO | Convert Raw Bytes into well_id and measurement: 00:80:58:44:00:00:f6:42
2018-10-25 21:03:56,428 | __main__ | Thread-1     | i2c:52 || INFO | Creadting a Reading instance from I2C data
2018-10-25 21:03:56,444 | Models.Reading | Thread-1     | __init__:19 || INFO | Init Reading
2018-10-25 21:03:56,482 | Linker.Linker | Thread-1     | link_and_persist:40 || INFO | preparing to link and persist
2018-10-25 21:03:56,531 | DBHandlers.WellDAO | Thread-1     | read_by_id:55 || INFO | Selecting Well with id = 866
2018-10-25 21:03:56,557 | DBHandlers.DBDriver | Thread-1     | query:61 || INFO | SELECT * FROM Well WHERE id = 866
2018-10-25 21:03:56,605 | Models.Well | Thread-1     | __init__:11 || INFO | Init Well
2018-10-25 21:03:56,643 | Models.WellReading | Thread-1     | __init__:30 || INFO | Init Well Reading
2018-10-25 21:03:56,670 | Models.WellReading | Thread-1     | calculate_volume:85 || INFO | Calculating Volume
2018-10-25 21:03:56,730 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:75 || INFO | Persisting Reading to the cloud
2018-10-25 21:03:57,197 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:85 || INFO | Save to cloud was successful
2018-10-25 21:03:57,239 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 21:03:57,256 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 21:03:57,283 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
2018-10-25 21:04:56,305 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 21:04:56,318 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 21:04:56,322 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
2018-10-25 21:04:56,338 | __main__ | Thread-1     | i2c:48 || INFO | Convert Raw Bytes into well_id and measurement: 00:00:28:42:00:00:a0:42
2018-10-25 21:04:56,366 | __main__ | Thread-1     | i2c:52 || INFO | Creadting a Reading instance from I2C data
2018-10-25 21:04:56,383 | Models.Reading | Thread-1     | __init__:19 || INFO | Init Reading
2018-10-25 21:04:56,426 | Linker.Linker | Thread-1     | link_and_persist:40 || INFO | preparing to link and persist
2018-10-25 21:04:56,474 | DBHandlers.WellDAO | Thread-1     | read_by_id:55 || INFO | Selecting Well with id = 42
2018-10-25 21:04:56,501 | DBHandlers.DBDriver | Thread-1     | query:61 || INFO | SELECT * FROM Well WHERE id = 42
2018-10-25 21:04:56,549 | Models.Well | Thread-1     | __init__:11 || INFO | Init Well
2018-10-25 21:04:56,587 | Models.WellReading | Thread-1     | __init__:30 || INFO | Init Well Reading
2018-10-25 21:04:56,619 | Models.WellReading | Thread-1     | calculate_volume:85 || INFO | Calculating Volume
2018-10-25 21:04:56,679 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:75 || INFO | Persisting Reading to the cloud
2018-10-25 21:04:57,745 | FirebaseDriver.FirebaseDriver | Thread-1     | save_reading:85 || INFO | Save to cloud was successful
2018-10-25 21:04:57,787 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 21:04:57,803 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 21:04:57,830 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
2018-10-25 21:05:56,305 | __main__ | Thread-1     | i2c:37 || INFO | Receiving I2C communications
2018-10-25 21:05:56,323 | Linker.Linker | Thread-1     | __init__:22 || INFO | Init Linker
2018-10-25 21:05:56,347 | FirebaseDriver.FirebaseDriver | Thread-1     | __init__:29 || INFO | Init Cloud Connection
2018-10-25 21:05:56,422 | __main__ | Thread-1     | i2c:48 || INFO | Convert Raw Bytes into well_id and measurement: 00:00:d1
2018-12-27 17:08:23,857 |                           root | MainThread   |       init_logging: 11 || INFO | -------------------------------------------------------- |
2018-12-27 17:08:23,857 |                           root | MainThread   |       init_logging: 12 || INFO | -------           New Logging session            ------- |
2018-12-27 17:08:23,858 |                           root | MainThread   |       init_logging: 13 || INFO | -------------------------------------------------------- |
2018-12-27 17:08:23,858 |                       __main__ | MainThread   |           __init__: 22 || INFO | Initiating ReadingSynch
2018-12-27 17:08:23,859 |                       __main__ | MainThread   |                run: 28 || INFO | Starting ReadingSynch
2018-12-27 17:08:23,863 |  FirebaseDriver.FirebaseDriver | MainThread   |           __init__: 29 || INFO | Init Cloud Connection
2018-12-27 17:08:33,874 |      DBHandlers.WellReadingDAO | MainThread   |           read_all: 50 || INFO | Reading all Well Readings
2018-12-27 17:08:33,876 |            DBHandlers.DBDriver | MainThread   |              query: 61 || INFO | SELECT * FROM WellReading INNER JOIN Well ON WellReading.well_id = Well.id
